Sequences,"A,a","E,e","I,i","O,o","U,u",Consonants
1HXDFnzVcJ,0,0,0,0,0,10
tHvPPXQo,0,0,0,1,0,7
RzG2yDtX,0,0,0,0,0,8
f7oahr440I,1,0,1,1,0,7
hdsikU3i,0,0,2,0,1,5
eFIcVTwD,0,1,1,0,0,6
q2mEaOh,1,1,0,1,0,4
cBWVuCr,0,0,0,0,1,6
7TClgCdM,0,0,0,0,0,8
FfaqRKGXP,1,0,0,0,0,8
FcKwaqUsbb,1,0,0,0,1,8
QoDBgRo,0,0,0,2,0,5
dkKQ71k1,0,0,0,0,0,8
7tNiy735O,0,0,1,1,0,7
AmmmPojEI,1,1,1,1,0,5
11tZO6N,0,0,0,1,0,6
PkqxnGyQe,0,1,0,0,0,8
k5JpUuVQT,0,0,0,0,2,7
5Zf6koIR,0,0,1,1,0,6
NCge55,0,1,0,0,0,5
04tZCfK,0,0,0,0,0,7
sbaC1X,1,0,0,0,0,5
IDhONj3D,0,0,1,1,0,6
GCQYJJogtM,0,0,0,1,0,9
OACPCl,1,0,0,1,0,4
bYO9ZkTx,0,0,0,1,0,7
1AzFcLAjE,2,1,0,0,0,6
cheJkL4H,0,1,0,0,0,7
gLhPff,0,0,0,0,0,6
Gz5STG,0,0,0,0,0,6
Bk91AJHiOc,1,0,1,1,0,7
3bSgDejVL6,0,1,0,0,0,9
yxYmRw2lx1,0,0,0,0,0,10
2TauA6,2,0,0,0,1,3
kYNQsnCMO,0,0,0,1,0,8
FobvbHm,0,0,0,1,0,6
oFpsHw,0,0,0,1,0,5
gEFFVtd,0,1,0,0,0,6
Eti3N0RF,0,1,1,0,0,6
aJPHqL8J,1,0,0,0,0,7
spN1DNO,0,0,0,1,0,6
TyUDn8c0C,0,0,0,0,1,8
PUodHL0A9,1,0,0,1,1,6
KpyECCN,0,1,0,0,0,6
oN3c7Qj,0,0,0,1,0,6
JEnDISZp,0,1,1,0,0,6
TdQevU,0,1,0,0,1,4
Hb7fXRns,0,0,0,0,0,8
HA854etU,1,1,0,0,1,5
GZm8xFmBKS,0,0,0,0,0,10
pgBBniH,0,0,1,0,0,6
sS3vvm6b,0,0,0,0,0,8
O0DEE1dDKy,0,2,0,1,0,7
Q8IYEzc,0,1,1,0,0,5
EYVvjeV,0,2,0,0,0,5
sIDh5F5Cg3,0,0,1,0,0,9
lKI35QI,0,0,2,0,0,5
SlBHnj,0,0,0,0,0,6
rQSQTNZML,0,0,0,0,0,9
1dXW0W,0,0,0,0,0,6
L8e4BEUaz,1,2,0,0,1,5
A34bPJ,1,0,0,0,0,5
6Gr7btQ,0,0,0,0,0,7
v6B5gr81k,0,0,0,0,0,9
4fg1GjS,0,0,0,0,0,7
2olpz0OAQ,1,0,0,2,0,6
X527h7P,0,0,0,0,0,7
ZIz76S,0,0,1,0,0,5
ZrqwTL,0,0,0,0,0,6
3hn5Rp,0,0,0,0,0,6
efnwFXd,0,1,0,0,0,6
71os4bE6bC,0,1,0,1,0,8
VvQxHNit,0,0,1,0,0,7
GlB7MQfGj,0,0,0,0,0,9
Fgxj9XJsxw,0,0,0,0,0,10
uzJQBTbTe,0,1,0,0,1,7
JoLlneJn,0,1,0,1,0,6
Iom7kyDsM,0,0,1,1,0,7
3Q4rFOi7a,1,0,1,1,0,6
jiFHJw,0,0,1,0,0,5
T1iuz46,0,0,1,0,1,5
HCyMmHpB,0,0,0,0,0,8
eTcCrWylm,0,1,0,0,0,8
DS4rtmNIxY,0,0,1,0,0,9
qrG6lzTME,0,1,0,0,0,8
IBt3JImEjj,0,1,2,0,0,7
xPNZYW,0,0,0,0,0,6
jvRDVJl2d,0,0,0,0,0,9
1KCgdD,0,0,0,0,0,6
YN0xR33L,0,0,0,0,0,8
nj6SEreSsH,0,2,0,0,0,8
YASFxg,1,0,0,0,0,5
wqVxfq25,0,0,0,0,0,8
RQFUlLJasb,1,0,0,0,1,8
qDW0G5J7B,0,0,0,0,0,9
ZrUAYbw,1,0,0,0,1,5
L2i94Nu72,0,0,1,0,1,7
k8cDOcv2Cn,0,0,0,1,0,9
cCAg9CdV,1,0,0,0,0,7
SOUV2C,0,0,0,1,1,4
CLN7nb0K4D,0,0,0,0,0,10
FLpWZE,0,1,0,0,0,5
79X0QPo,0,0,0,1,0,6
XLtHij,0,0,1,0,0,5
pzJPeM1SO,0,1,0,1,0,7
DI0rnv,0,0,1,0,0,5
G1NkMvp,0,0,0,0,0,7
1OTbWKoW,0,0,0,2,0,6
Ra2Z6GPrHe,1,1,0,0,0,8
S9tcnVw,0,0,0,0,0,7
TK87uOJQ,0,0,0,1,1,6
9Owv2VVMX,0,0,0,1,0,8
mAh46Szq,1,0,0,0,0,7
0ZAwbT96,1,0,0,0,0,7
JfKNpfKV5,0,0,0,0,0,9
btNRA1,1,0,0,0,0,5
r8gAmTs9J,1,0,0,0,0,8
rnH8Qe,0,1,0,0,0,5
gY8lR7YUA,1,0,0,0,1,7
CN4ZHYLE,0,1,0,0,0,7
tyETj7g,0,1,0,0,0,6
JzA0I3rYi,1,0,2,0,0,6
CV9FOtHg,0,0,0,1,0,7
7rYvLhj,0,0,0,0,0,7
tlEoX8v,0,1,0,1,0,5
e6ehtU0ewc,0,3,0,0,1,6
Uzo6tH,0,0,0,1,1,4
DcUX12PO,0,0,0,1,1,6
zcMjXk1,0,0,0,0,0,7
uOhbQrqQOL,0,0,0,2,1,7
LXO6eW,0,1,0,1,0,4
cTnQdJ,0,0,0,0,0,6
CzV1w5,0,0,0,0,0,6
dkE8JP,0,1,0,0,0,5
PehSzfPy,0,1,0,0,0,7
a8DXL9P,1,0,0,0,0,6
e3DyaJ,1,1,0,0,0,4
JEiljspbSF,0,1,1,0,0,8
a4Tz8O,1,0,0,1,0,4
bd2M7EadCh,1,1,0,0,0,8
bS1PUnm,0,0,0,0,1,6
E6TPVAO,1,1,0,1,0,4
oe41WocV5,0,1,0,2,0,6
6MCCkH,0,0,0,0,0,6
6uCK58JJcI,0,0,1,0,1,8
nklc3bR,0,0,0,0,0,7
29KL79Ut,0,0,0,0,1,7
lGvLJuO3q,0,0,0,1,1,7
18oY2A5r,1,0,0,1,0,6
wEeGqNfp,0,2,0,0,0,6
1A0M35ZS,1,0,0,0,0,7
K3YIqN,0,0,1,0,0,5
IFeuBRZ6c,0,1,1,0,1,6
10xCbZ,0,0,0,0,0,6
dUEjnfX,0,1,0,0,1,5
Knt4iu,0,0,1,0,1,4
xdoez8lIg7,0,1,1,1,0,7
ZcfS8qVIZm,0,0,1,0,0,9
WWnUfBcp,0,0,0,0,1,7
ZFJ9y3ed,0,1,0,0,0,7
2wxhypKZgc,0,0,0,0,0,10
CHtyCadtQ,1,0,0,0,0,8
wCRuxi70S,0,0,1,0,1,7
FBVohXRMMR,0,0,0,1,0,9
JaSn3IHz,1,0,1,0,0,6
ceM3lG7,0,1,0,0,0,6
gX8WtPQY,0,0,0,0,0,8
7hkz6I18i,0,0,2,0,0,7
ltgzJQMXI,0,0,1,0,0,8
gZirlvOK,0,0,1,1,0,6
K3DfX01nn,0,0,0,0,0,9
HoXM1wh,0,0,0,1,0,6
Vbtt4Cgd4,0,0,0,0,0,9
aIBRWZuJin,1,0,2,0,1,6
uShKpci0uY,0,0,1,0,2,7
AeNRKH,1,1,0,0,0,4
dKqEPNYKy0,0,1,0,0,0,9
E6voh6,0,1,0,1,0,4
EXMqtQ,0,1,0,0,0,5
IOHu20mos,0,0,1,2,1,5
Qac3QAB5,2,0,0,0,0,6
Pjzjmvt,0,0,0,0,0,7
IJN0Q2KCP,0,0,1,0,0,8
7ENaCc,1,1,0,0,0,4
FvuROE,0,1,0,1,1,3
zGg53djI,0,0,1,0,0,7
VmTLe1uUK,0,1,0,0,2,6
KB1T17K0L,0,0,0,0,0,9
wlamFB1e,1,1,0,0,0,6
69YC6dAc,1,0,0,0,0,7
8Zai7tyYI0,1,0,2,0,0,7
HP11Q7D0y,0,0,0,0,0,9
JBwlPo,0,0,0,1,0,5
jaaqJ1r6o,2,0,0,1,0,6
VPBLhCxIz,0,0,1,0,0,8
X3o1PK,0,0,0,1,0,5
EyNvpKu0S,0,1,0,0,1,7
kzB6Zl,0,0,0,0,0,6
yxXrgt,0,0,0,0,0,6
iB1fELCD2O,0,1,1,1,0,7
pD7HZi6iP,0,0,2,0,0,7
FxHfbVGRJ,0,0,0,0,0,9
1HpKrwZ,0,0,0,0,0,7
GwFs0vWNUo,0,0,0,1,1,8
l5QfgJk,0,0,0,0,0,7
kEnDvl,0,1,0,0,0,5
SosOnKUG1m,0,0,0,2,1,7
7za7g3M,1,0,0,0,0,6
DQLjY1,0,0,0,0,0,6
NKlT28,0,0,0,0,0,6
RnWjBE,0,1,0,0,0,5
b7Dz2SnTM,0,0,0,0,0,9
fbO230J3lv,0,0,0,1,0,9
MSikn8,0,0,1,0,0,5
1HsEjcHA,1,1,0,0,0,6
5CbgxR,0,0,0,0,0,6
DDHeP7TOlU,0,1,0,1,1,7
CP66nuV,0,0,0,0,1,6
j410zkadyc,1,0,0,0,0,9
QiInwPfA2,1,0,2,0,0,6
Ol6axKQe,1,1,0,1,0,5
mBtF7zUlvj,0,0,0,0,1,9
uZWoOR,0,0,0,2,1,3
CANUTJ4T,1,0,0,0,1,6
yECuK5m,0,1,0,0,1,5
QI1SZZ,0,0,1,0,0,5
4rGQ0M9,0,0,0,0,0,7
7Vdjnuji3,0,0,1,0,1,7
NqN93kB,0,0,0,0,0,7
j27QXveZS,0,1,0,0,0,8
KWjDnW,0,0,0,0,0,6
2BXILgY,0,0,1,0,0,6
NQA65m9h8,1,0,0,0,0,8
MPWjemPYys,0,1,0,0,0,9
FGv4Twtrvr,0,0,0,0,0,10
4ty6RCp,0,0,0,0,0,7
Fd01qFIt,0,0,1,0,0,7
2xthKtZeU,0,1,0,0,1,7
i5BU5z,0,0,1,0,1,4
YIGprhhU,0,0,1,0,1,6
qbSllumU,0,0,0,0,2,6
9qQHb59,0,0,0,0,0,7
LyrwFujXg,0,0,0,0,1,8
exBxO9k1u,0,1,0,1,1,6
a9SXm1,1,0,0,0,0,5
CRKLuT,0,0,0,0,1,5
UahDN7,1,0,0,0,1,4
iHZse5pzP,0,1,1,0,0,7
QAPik90tP2,1,0,1,0,0,8
osT5HTkZ,0,0,0,1,0,7
mhXG3Q,0,0,0,0,0,6
AWIPjLB,1,0,1,0,0,5
7kgf3JARmf,1,0,0,0,0,9
3UDHyGH,0,0,0,0,1,6
acYIta,2,0,1,0,0,3
0Q4WRF,0,0,0,0,0,6
yR06F1kv,0,0,0,0,0,8
Xy9NevXX3,0,1,0,0,0,8
vacZDT,1,0,0,0,0,5
kRpWrdkoY,0,0,0,1,0,8
fMYfLOqUo,0,0,0,2,1,6
3XDvacvk,1,0,0,0,0,7
INGFmR1,0,0,1,0,0,6
ItnO2z,0,0,1,1,0,4
LXNsZKB,0,0,0,0,0,7
pt2YSH6XE,0,1,0,0,0,8
GdvhjOci,0,0,1,1,0,6
qCKn7RVp4,0,0,0,0,0,9
trfafsCGQ,1,0,0,0,0,8
1nMLzfze2v,0,1,0,0,0,9
i0M2uYTs,0,0,1,0,1,6
LpXBryjI,0,0,1,0,0,7
a5bNl2QO,1,0,0,1,0,6
7wfaQY6,1,0,0,0,0,6
hDXjqsa0QS,1,0,0,0,0,9
5HFsYtN,0,0,0,0,0,7
bkafVVo,1,0,0,1,0,5
sbgT8a8,1,0,0,0,0,6
O9GBvimP3,0,0,1,1,0,7
jNFYvEI,0,1,1,0,0,5
nOSqLj,0,0,0,1,0,5
Cil5Ra,1,0,1,0,0,4
iWjGCWJmD,0,0,1,0,0,8
2eg9PwZD9,0,1,0,0,0,8
6iJnztDa3,1,0,1,0,0,7
9O92OjzXu,0,0,0,2,1,6
0xcCjf2Y,0,0,0,0,0,8
GgcL3m,0,0,0,0,0,6
gdNgVvPc,0,0,0,0,0,8
a4qJ7e1K1,1,1,0,0,0,7
ICnn0j9p,0,0,1,0,0,7
9pHxepPMF,0,1,0,0,0,8
sXU33g6IY,0,0,1,0,1,7
cMmDu0k5,0,0,0,0,1,7
JDYmlIhZ,0,0,1,0,0,7
F6NoeEEx,0,3,0,1,0,4
gTsFRvgaFE,1,1,0,0,0,8
w4EbNi89a,1,1,1,0,0,6
b67SD3cx1B,0,0,0,0,0,10
8PNO8hrcB,0,0,0,1,0,8
tZsU6sW8q,0,0,0,0,1,8
FucVAG2ht,1,0,0,0,1,7
gbTx0y,0,0,0,0,0,6
OxvKgHjd,0,0,0,1,0,7
slBr4VL,0,0,0,0,0,7
LAcFz3,1,0,0,0,0,5
Y70LWigpL,0,0,1,0,0,8
Ms20dnM8,0,0,0,0,0,8
iUQz6xZEdm,0,1,1,0,1,7
H5IaR4,1,0,1,0,0,4
7hf5G03L,0,0,0,0,0,8
SJkloO,0,0,0,2,0,4
hwc6jOeNj,0,1,0,1,0,7
85jMQ8FlHm,0,0,0,0,0,10
tcrJQxl,0,0,0,0,0,7
FdcvUQ6wmM,0,0,0,0,1,9
6IU63WWKiU,0,0,2,0,2,6
hrNYqVL,0,0,0,0,0,7
vrgisibQ,0,0,2,0,0,6
QCkXHkaVeI,1,1,1,0,0,7
1eQKv9O,0,1,0,1,0,5
CwDATxt9,1,0,0,0,0,7
EEu3ta,1,2,0,0,1,2
XlaYXD6,1,0,0,0,0,6
EtCM8rSO1C,0,1,0,1,0,8
lrhwhM3,0,0,0,0,0,7
kvi2Uv,0,0,1,0,1,4
Yt17sFonDt,0,0,0,1,0,9
6WON4n,0,0,0,1,0,5
S2xfj9,0,0,0,0,0,6
mC14I7,0,0,1,0,0,5
kEFJFq,0,1,0,0,0,5
quF94XV53,0,0,0,0,1,8
ABrT8VWG,1,0,0,0,0,7
xC2ImHqCg,0,0,1,0,0,8
DWy6COKC,0,0,0,1,0,7
YC4SV50u,0,0,0,0,1,7
dABCXaLJ,2,0,0,0,0,6
ozKhO2au,1,0,0,2,1,4
t9AlI5bcxj,1,0,1,0,0,8
XwXUfXbGQA,1,0,0,0,1,8
Qh8YPWP0k,0,0,0,0,0,9
WpQM5i,0,0,1,0,0,5
2rQttIW,0,0,1,0,0,6
z5PhIiJvl,0,0,2,0,0,7
cXjv5GS12,0,0,0,0,0,9
JdbtYd,0,0,0,0,0,6
k0AAU9q,2,0,0,0,1,4
90zQ4P,0,0,0,0,0,6
KqVC3YGa,1,0,0,0,0,7
6sJlO3JsT,0,0,0,1,0,8
065YeN,0,1,0,0,0,5
Trm7sWIafp,1,0,1,0,0,8
e7QyiWikI,0,1,3,0,0,5
tjKDlnk,0,0,0,0,0,7
CZ2SaFm,1,0,0,0,0,6
CtCwrKJ,0,0,0,0,0,7
aDgvf2sHAN,2,0,0,0,0,8
qPk8UZHG,0,0,0,0,1,7
Zwls1Gx3Ib,0,0,1,0,0,9
Am7WGm7,1,0,0,0,0,6
B7u6ygM8M,0,0,0,0,1,8
mFA0DFxN,1,0,0,0,0,7
9lveQdpkM,0,1,0,0,0,8
LeR9Po7YUA,1,1,0,1,1,6
5olqnRC,0,0,0,1,0,6
6ovaohZ2C8,1,0,0,2,0,7
mSedsPSMd,0,1,0,0,0,8
4LWFgFgx,0,0,0,0,0,8
SgS6ual,1,0,0,0,1,5
QaSDqo6,1,0,0,1,0,5
yHi3CL6q,0,0,1,0,0,7
QFuTlsk,0,0,0,0,1,6
aNEdJW3c,1,1,0,0,0,6
64et3LvD,0,1,0,0,0,7
uPJ1L34CBN,0,0,0,0,1,9
N9gJmCRgJ,0,0,0,0,0,9
rXs9DP8,0,0,0,0,0,7
Z6L5KiGU3m,0,0,1,0,1,8
0LDdG40Y,0,0,0,0,0,8
65lnYA,1,0,0,0,0,5
c0I8uC,0,0,1,0,1,4
HqpgVt,0,0,0,0,0,6
tAXWiMI7XL,1,0,2,0,0,7
fFYECZ,0,1,0,0,0,5
w4iDoWR,0,0,1,1,0,5
4lWLNt6Y,0,0,0,0,0,8
kMnXEAOl,1,1,0,1,0,5
1OMwI7Lw,0,0,1,1,0,6
5nLEo9RJ,0,1,0,1,0,6
fR0zyN,0,0,0,0,0,6
33NH9p,0,0,0,0,0,6
3XqkXI,0,0,1,0,0,5
Ds3hvGmb,0,0,0,0,0,8
wNZBiqg,0,0,1,0,0,6
s9tAOFaeKr,2,1,0,1,0,6
pp6Hf1po,0,0,0,1,0,7
e9MCwWEH5C,0,2,0,0,0,8
qE7gkXy5,0,1,0,0,0,7
SUQe1d0,0,1,0,0,1,5
xpN1gK2P,0,0,0,0,0,8
Y7GYAxpcEG,1,1,0,0,0,8
P77PSs9,0,0,0,0,0,7
0MURHt,0,0,0,0,1,5
77IOa2d2ab,2,0,1,1,0,6
frKDIiDTIp,0,0,3,0,0,7
BV3lvdYP,0,0,0,0,0,8
gsBsJt6wQ6,0,0,0,0,0,10
3pcqE9POcT,0,1,0,1,0,8
CFm3vJfs5,0,0,0,0,0,9
LUQsiS8S8g,0,0,1,0,1,8
hvUCkq7,0,0,0,0,1,6
bBVyo7RS,0,0,0,1,0,7
1FqfEOcMkh,0,1,0,1,0,8
zXZ7xq,0,0,0,0,0,6
qaGCuGjGY,1,0,0,0,1,7
G9Z8amSD,1,0,0,0,0,7
FYEKqX072,0,1,0,0,0,8
1h2NBN8g,0,0,0,0,0,8
XCZcr0,0,0,0,0,0,6
FQl5vx4ACB,1,0,0,0,0,9
mRMZXvJkz3,0,0,0,0,0,10
hKFBRsCvlO,0,0,0,1,0,9
GZzv0kE,0,1,0,0,0,6
0DN1LPLm,0,0,0,0,0,8
HIbWhqRpx,0,0,1,0,0,8
ctso8XTn,0,0,0,1,0,7
c43Lqp,0,0,0,0,0,6
h03pZYEIZw,0,1,1,0,0,8
JJ5popY,0,0,0,1,0,6
paHpbIYta,2,0,1,0,0,6
dipJXotcGZ,0,0,1,1,0,8
KM6RHiPd,0,0,1,0,0,7
hsep9q,0,1,0,0,0,5
vHfVc2tUEf,0,1,0,0,1,8
KIVsR8F,0,0,1,0,0,6
4LEZKE8w,0,2,0,0,0,6
yvFa1yNvD,1,0,0,0,0,8
XVaqjVK8,1,0,0,0,0,7
5vYA3Be,1,1,0,0,0,5
9q19ByulIt,0,0,1,0,1,8
RXBxYBv9,0,0,0,0,0,8
drRxx8OL4B,0,0,0,1,0,9
4r2kP1gD,0,0,0,0,0,8
w0e0oUr,0,1,0,1,1,4
8Ae8h52FV1,1,1,0,0,0,8
1JzHVm9IC0,0,0,1,0,0,9
Lphliija4,1,0,2,0,0,6
0wrtz47z,0,0,0,0,0,8
zhkwT7q,0,0,0,0,0,7
wLP13v9M,0,0,0,0,0,8
VbxdKwtSX,0,0,0,0,0,9
80nTIAA,2,0,1,0,0,4
oMlJJEV3WM,0,1,0,1,0,8
yxEBVs,0,1,0,0,0,5
OEZ0Zf4aM,1,1,0,1,0,6
BJx6GRNx,0,0,0,0,0,8
NWMmZWlAL,1,0,0,0,0,8
oQKnsjm,0,0,0,1,0,6
HvIIY3,0,0,2,0,0,4
92RQIcr,0,0,1,0,0,6
6GJjpYC0NH,0,0,0,0,0,10
7QexXQ,0,1,0,0,0,5
jTlbqaN,1,0,0,0,0,6
5JvbzZp,0,0,0,0,0,7
MA0dX6jGUl,1,0,0,0,1,8
EcFDiwE,0,2,1,0,0,4
jnUysf,0,0,0,0,1,5
7RUj1z2a,1,0,0,0,1,6
29N1qcodf,0,0,0,1,0,8
bOOYUyc,0,0,0,2,1,4
lcJK048,0,0,0,0,0,7
mgaxWVG,1,0,0,0,0,6
WJZarj,1,0,0,0,0,5
ClcBkF,0,0,0,0,0,6
c9QfMqbb,0,0,0,0,0,8
4QfBDzg,0,0,0,0,0,7
dK99iEYye,0,2,1,0,0,6
6NM4cg7iP,0,0,1,0,0,8
UdxXYf26,0,0,0,0,1,7
ddzH9gwYo,0,0,0,1,0,8
XhTQTAXFx,1,0,0,0,0,8
n5jZ3GipUg,0,0,1,0,1,8
IcppQT,0,0,1,0,0,5
XECBuNQV,0,1,0,0,1,6
hOItU8rbJG,0,0,1,1,1,7
a0xoazR1,2,0,0,1,0,5
sIhkkN,0,0,1,0,0,5
qiKsfP,0,0,1,0,0,5
1n550A,1,0,0,0,0,5
owEKi4wOcM,0,1,1,2,0,6
y6U9x61r,0,0,0,0,1,7
UFHXb352Y,0,0,0,0,1,8
PpDl2LgdU,0,0,0,0,1,8
84u8c1ndiz,0,0,1,0,1,8
2XvSsIXACj,1,0,1,0,0,8
fz8u4v0,0,0,0,0,1,6
t2MoS1a3zj,1,0,0,1,0,8
i1wWkRM,0,0,1,0,0,6
YKml2TM2eX,0,1,0,0,0,9
23mLNQQ0VL,0,0,0,0,0,10
cnSBOV,0,0,0,1,0,5
Nnld8a,1,0,0,0,0,5
Key3rY0,0,1,0,0,0,6
1ORgDy3zM,0,0,0,1,0,8
qxCjvj,0,0,0,0,0,6
rXsHGcijo,0,0,1,1,0,7
XnovcD,0,0,0,1,0,5
gR8S3Q4p38,0,0,0,0,0,10
6ecTw6Wm,0,1,0,0,0,7
zx6ZCf3Q,0,0,0,0,0,8
xpv8qOZOf,0,0,0,2,0,7
JxVSWauEB,1,1,0,0,1,6
oFBQrX,0,0,0,1,0,5
JHefqxhIm,0,1,1,0,0,7
nHq83jJ0t,0,0,0,0,0,9
Ce1Wdq6u,0,1,0,0,1,6
JeCGd8b,0,1,0,0,0,6
mqaGMziY1,1,0,1,0,0,7
FopwKj,0,0,0,1,0,5
u91K5zu,0,0,0,0,2,5
5wP3dx,0,0,0,0,0,6
gXN9tN,0,0,0,0,0,6
Z7JhE13G,0,1,0,0,0,7
Lv0O9RT,0,0,0,1,0,6
8SRyrvsUtx,0,0,0,0,1,9
fJ7lMu,0,0,0,0,1,5
O4B7XhwU5,0,0,0,1,1,7
08dcHQNK2,0,0,0,0,0,9
pOqrDgPYy,0,0,0,1,0,8
cWaMm51,1,0,0,0,0,6
sNQNOft0,0,0,0,1,0,7
wUMntQLZAF,1,0,0,0,1,8
DjgeIesaw,1,2,1,0,0,5
ecqnXWT,0,1,0,0,0,6
ud2Ifzkc,0,0,1,0,1,6
gW7yQY,0,0,0,0,0,6
7wlgcF,0,0,0,0,0,6
zY2ilw2Vz,0,0,1,0,0,8
x1Mcn181u7,0,0,0,0,1,9
4RtJJ92T,0,0,0,0,0,8
U2ZPt60o9,0,0,0,1,1,7
HwVnbF54,0,0,0,0,0,8
sTa8IiO7iu,1,0,3,1,1,4
b0lpDNoQy,0,0,0,1,0,8
agu91AGuaG,3,0,0,0,2,5
o0u1mQxAd,1,0,0,1,1,6
aXwr0G7,1,0,0,0,0,6
BfUdpKH,0,0,0,0,1,6
hmyDpt78Kt,0,0,0,0,0,10
kGBDRTzkh,0,0,0,0,0,9
ZdAuSIe,1,1,1,0,1,3
48TGQ77sT,0,0,0,0,0,9
v8m6e4,0,1,0,0,0,5
TLj2xG,0,0,0,0,0,6
H3G9JWLU,0,0,0,0,1,7
23ByebJBi,0,1,1,0,0,7
GsIKqrEd,0,1,1,0,0,6
SIVFFQJ9Kp,0,0,1,0,0,9
rONhQHI,0,0,1,1,0,5
oYWLgvNu,0,0,0,1,1,6
0Sisv1WiwI,0,0,3,0,0,7
eEYXRWJWTr,0,2,0,0,0,8
ld0IBR,0,0,1,0,0,5
v0fa6j,1,0,0,0,0,5
ZpWnceI,0,1,1,0,0,5
vshoyeMGw,0,1,0,1,0,7
0i1HGPJtUY,0,0,1,0,1,8
Etw8ZRBtom,0,1,0,1,0,8
qN6B05,0,0,0,0,0,6
9P3xoKNCuz,0,0,0,1,1,8
xPp7am,1,0,0,0,0,5
ax0C5jQ,1,0,0,0,0,6
djuc85EIl,0,1,1,0,1,6
E7jzoUs,0,1,0,1,1,4
lh3ny1,0,0,0,0,0,6
suzKEzWP,0,1,0,0,1,6
nV2X38GPtn,0,0,0,0,0,10
1hQZxi4oq,0,0,1,1,0,7
PeiYqSaLg0,1,1,1,0,0,7
WuFD9JSjFr,0,0,0,0,1,9
IkOG9LAs,1,0,1,1,0,5
jExjyIB17,0,1,1,0,0,7
MV1zYn,0,0,0,0,0,6
mslhRTp,0,0,0,0,0,7
IXqnF22,0,0,1,0,0,6
t9CjqY1n,0,0,0,0,0,8
ttJlOoUMs6,0,0,0,2,1,7
MWeaofN8,1,1,0,1,0,5
REx8UCmvJC,0,1,0,0,1,8
VFCRT5YV,0,0,0,0,0,8
6L1DmdC,0,0,0,0,0,7
udY1kUg,0,0,0,0,2,5
cgFl3La,1,0,0,0,0,6
fpWH22s,0,0,0,0,0,7
TIEwbU4KmE,0,2,1,0,1,6
WgFHvmA,1,0,0,0,0,6
oZa0W6I,1,0,1,1,0,4
hZMbFNrY,0,0,0,0,0,8
xK9isJgrE,0,1,1,0,0,7
DPYm4c,0,0,0,0,0,6
5q2bxc9gt,0,0,0,0,0,9
0j5vWp,0,0,0,0,0,6
R0QvQ1IH,0,0,1,0,0,7
kFx0iMzOU,0,0,1,1,1,6
1xsAMxY,1,0,0,0,0,6
J0ltZyOJ,0,0,0,1,0,7
jyMmInfnP,0,0,1,0,0,8
OnZIqy37,0,0,1,1,0,6
2zHAQpQ0qI,1,0,1,0,0,8
PCAAQI,2,0,1,0,0,3
AbdcfoGpo1,1,0,0,2,0,7
LaukFZ,1,0,0,0,1,4
juxndX,0,0,0,0,1,5
tmS0t48N,0,0,0,0,0,8
QvnsuqLYb,0,0,0,0,1,8
cCrdu7Pt,0,0,0,0,1,7
783wyZ2TL,0,0,0,0,0,9
E0E58Y6xKy,0,2,0,0,0,8
w2UMc1W,0,0,0,0,1,6
RpKNny03ek,0,1,0,0,0,9
XYz4Bq6TSN,0,0,0,0,0,10
6L6NTF,0,0,0,0,0,6
dnAnD8V9xo,1,0,0,1,0,8
qk8yZUi8,0,0,1,0,1,6
CIh7bo2E,0,1,1,1,0,5
giP8Fn,0,0,1,0,0,5
dAMK2CRcDC,1,0,0,0,0,9
7SvzKWuJ7,0,0,0,0,1,8
zOzmOMwD,0,0,0,2,0,6
Xkr1eXB,0,1,0,0,0,6
e3DuvM,0,1,0,0,1,4
7CssHQ,0,0,0,0,0,6
DNuCGa,1,0,0,0,1,4
yuvCFZ,0,0,0,0,1,5
343Cyf,0,0,0,0,0,6
Pqtja0,1,0,0,0,0,5
7bomQ2,0,0,0,1,0,5
SdduMLyPi,0,0,1,0,1,7
DSlWkQwPM,0,0,0,0,0,9
Ru6AJy,1,0,0,0,1,4
OTfipDABZq,1,0,1,1,0,7
xDBxFvj,0,0,0,0,0,7
zgacetgpBi,1,1,1,0,0,7
xHm15qp37,0,0,0,0,0,9
0RN1eSwA,1,1,0,0,0,6
9MEHoH02y,0,1,0,1,0,7
x9XlUh,0,0,0,0,1,5
aJ342I,1,0,1,0,0,4
v5L7NXO,0,0,0,1,0,6
Wd8YTI,0,0,1,0,0,5
vJybAC,1,0,0,0,0,5
NmHVh8dwJJ,0,0,0,0,0,10
lxjcpsVe,0,1,0,0,0,7
pfUwa95,1,0,0,0,1,5
KIou6K,0,0,1,1,1,3
QK5prM7It,0,0,1,0,0,8
a2K9DEeRT,1,2,0,0,0,6
7rLJBD4r2h,0,0,0,0,0,10
ZLpwzXk8,0,0,0,0,0,8
pr2C1QXrNg,0,0,0,0,0,10
cSgYkvTz,0,0,0,0,0,8
F37ONiK2,0,0,1,1,0,6
2YLWRJCl,0,0,0,0,0,8
KXkFUs,0,0,0,0,1,5
EP4GKKuKD,0,1,0,0,1,7
lYHV0oyJ6,0,0,0,1,0,8
gWOEKxuiJ,0,1,1,1,1,5
iCrggxXTDb,0,0,1,0,0,9
Ym16njr,0,0,0,0,0,7
3tCRTo,0,0,0,1,0,5
ddB8UIWNfm,0,0,1,0,1,8
xeRQyV6l9U,0,1,0,0,1,8
CZ3kW5o,0,0,0,1,0,6
